// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 8 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c
// command took 2.42s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c
// command took 5.27s and exited with 0
// ***** Done, took 00:00:07 (7.89 sec)   *****
// Found 8 benchmarks:
//   Benchmarker.MultiplyAvx: Core(Runtime=Core)
//   Benchmarker.MultiplyAvxWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyFma: Core(Runtime=Core)
//   Benchmarker.MultiplyFmaWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingleWPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup8: Core(Runtime=Core)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: Benchmarker.MultiplyAvx: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "a3ef1f11-95dd-4261-9dc2-2e5a6745302c.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvx" --job "Core" --benchmarkId 0 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

WorkloadResult  88: 2048 op, 841936450.00 ns, 411.1018 us/op
WorkloadResult  89: 2048 op, 852407750.00 ns, 416.2147 us/op
WorkloadResult  90: 2048 op, 805973450.00 ns, 393.5417 us/op
WorkloadResult  91: 2048 op, 761019450.00 ns, 371.5915 us/op
WorkloadResult  92: 2048 op, 822336350.00 ns, 401.5314 us/op
WorkloadResult  93: 2048 op, 996774150.00 ns, 486.7061 us/op
WorkloadResult  94: 2048 op, 794921250.00 ns, 388.1451 us/op
WorkloadResult  95: 2048 op, 902268550.00 ns, 440.5608 us/op
WorkloadResult  96: 2048 op, 758359950.00 ns, 370.2929 us/op
WorkloadResult  97: 2048 op, 840661650.00 ns, 410.4793 us/op
WorkloadResult  98: 2048 op, 795771850.00 ns, 388.5605 us/op
WorkloadResult  99: 2048 op, 807153450.00 ns, 394.1179 us/op
GC:  0 0 0 0 2048

// AfterAll

Mean = 393.5443 us, StdErr = 3.8001 us (0.97%); N = 99, StdDev = 37.8105 us
Min = 324.5210 us, Q1 = 370.2929 us, Median = 388.1451 us, Q3 = 416.6410 us, Max = 490.3193 us
IQR = 46.3480 us, LowerFence = 300.7709 us, UpperFence = 486.1631 us
ConfidenceInterval = [380.6521 us; 406.4365 us] (CI 99.9%), Margin = 12.8922 us (3.28% of Mean)
Skewness = 0.48, Kurtosis = 2.74, MValue = 3.72

// **************************
// Benchmark: Benchmarker.MultiplyFmaWSpanPtr: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "a3ef1f11-95dd-4261-9dc2-2e5a6745302c.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyFmaWSpanPtr" --job "Core" --benchmarkId 3 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 959900.00 ns, 959.9000 us/op
WorkloadJitting  1: 1 op, 6963500.00 ns, 6.9635 ms/op

OverheadJitting  2: 16 op, 829000.00 ns, 51.8125 us/op
WorkloadJitting  2: 16 op, 14601100.00 ns, 912.5688 us/op

WorkloadPilot    1: 16 op, 13922700.00 ns, 870.1688 us/op
WorkloadPilot    2: 32 op, 18797200.00 ns, 587.4125 us/op
WorkloadPilot    3: 64 op, 30522800.00 ns, 476.9187 us/op
WorkloadPilot    4: 128 op, 50362800.00 ns, 393.4594 us/op
WorkloadPilot    5: 256 op, 99778800.00 ns, 389.7609 us/op
WorkloadPilot    6: 512 op, 222951700.00 ns, 435.4525 us/op
WorkloadPilot    7: 1024 op, 387226100.00 ns, 378.1505 us/op
WorkloadPilot    8: 2048 op, 783485400.00 ns, 382.5612 us/op

OverheadWarmup   1: 2048 op, 6600.00 ns, 3.2227 ns/op
OverheadWarmup   2: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadWarmup   3: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadWarmup   4: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadWarmup   5: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadWarmup   6: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadWarmup   7: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadWarmup   8: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadWarmup   9: 2048 op, 3800.00 ns, 1.8555 ns/op

OverheadActual   1: 2048 op, 11300.00 ns, 5.5176 ns/op
OverheadActual   2: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   3: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   4: 2048 op, 5400.00 ns, 2.6367 ns/op
OverheadActual   5: 2048 op, 5500.00 ns, 2.6855 ns/op
OverheadActual   6: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   7: 2048 op, 29000.00 ns, 14.1602 ns/op
OverheadActual   8: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual   9: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  10: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  11: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual  12: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  13: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  14: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  15: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  16: 2048 op, 5000.00 ns, 2.4414 ns/op
OverheadActual  17: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  18: 2048 op, 4400.00 ns, 2.1484 ns/op
OverheadActual  19: 2048 op, 4600.00 ns, 2.2461 ns/op
OverheadActual  20: 2048 op, 3800.00 ns, 1.8555 ns/op

WorkloadWarmup   1: 2048 op, 973291900.00 ns, 475.2402 us/op
WorkloadWarmup   2: 2048 op, 737051300.00 ns, 359.8883 us/op
WorkloadWarmup   3: 2048 op, 831864000.00 ns, 406.1836 us/op
WorkloadWarmup   4: 2048 op, 848330200.00 ns, 414.2237 us/op
WorkloadWarmup   5: 2048 op, 733823300.00 ns, 358.3122 us/op
WorkloadWarmup   6: 2048 op, 746198700.00 ns, 364.3548 us/op
WorkloadWarmup   7: 2048 op, 789209100.00 ns, 385.3560 us/op
WorkloadWarmup   8: 2048 op, 754801600.00 ns, 368.5555 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 658033500.00 ns, 321.3054 us/op
WorkloadActual   2: 2048 op, 642589100.00 ns, 313.7642 us/op
WorkloadActual   3: 2048 op, 604216000.00 ns, 295.0273 us/op
WorkloadActual   4: 2048 op, 643418200.00 ns, 314.1690 us/op
WorkloadActual   5: 2048 op, 606550300.00 ns, 296.1671 us/op
WorkloadActual   6: 2048 op, 589839200.00 ns, 288.0074 us/op
WorkloadActual   7: 2048 op, 741837000.00 ns, 362.2251 us/op
WorkloadActual   8: 2048 op, 582948200.00 ns, 284.6427 us/op
WorkloadActual   9: 2048 op, 605861500.00 ns, 295.8308 us/op
WorkloadActual  10: 2048 op, 585883100.00 ns, 286.0757 us/op
WorkloadActual  11: 2048 op, 615167300.00 ns, 300.3747 us/op
WorkloadActual  12: 2048 op, 610350600.00 ns, 298.0228 us/op
WorkloadActual  13: 2048 op, 584956600.00 ns, 285.6233 us/op
WorkloadActual  14: 2048 op, 619538500.00 ns, 302.5090 us/op
WorkloadActual  15: 2048 op, 634974200.00 ns, 310.0460 us/op
WorkloadActual  16: 2048 op, 663100800.00 ns, 323.7797 us/op
WorkloadActual  17: 2048 op, 663582500.00 ns, 324.0149 us/op
WorkloadActual  18: 2048 op, 596996100.00 ns, 291.5020 us/op
WorkloadActual  19: 2048 op, 628903800.00 ns, 307.0819 us/op
WorkloadActual  20: 2048 op, 607041300.00 ns, 296.4069 us/op
WorkloadActual  21: 2048 op, 605174400.00 ns, 295.4953 us/op
WorkloadActual  22: 2048 op, 613611500.00 ns, 299.6150 us/op
WorkloadActual  23: 2048 op, 618106000.00 ns, 301.8096 us/op
WorkloadActual  24: 2048 op, 633193700.00 ns, 309.1766 us/op
WorkloadActual  25: 2048 op, 604521800.00 ns, 295.1767 us/op
WorkloadActual  26: 2048 op, 580471400.00 ns, 283.4333 us/op
WorkloadActual  27: 2048 op, 623995400.00 ns, 304.6853 us/op
WorkloadActual  28: 2048 op, 581152700.00 ns, 283.7660 us/op
WorkloadActual  29: 2048 op, 619527000.00 ns, 302.5034 us/op
WorkloadActual  30: 2048 op, 627277200.00 ns, 306.2877 us/op
WorkloadActual  31: 2048 op, 584111000.00 ns, 285.2104 us/op
WorkloadActual  32: 2048 op, 661977900.00 ns, 323.2314 us/op
WorkloadActual  33: 2048 op, 606655400.00 ns, 296.2185 us/op
WorkloadActual  34: 2048 op, 691272400.00 ns, 337.5354 us/op
WorkloadActual  35: 2048 op, 684512100.00 ns, 334.2344 us/op
WorkloadActual  36: 2048 op, 589173200.00 ns, 287.6822 us/op
WorkloadActual  37: 2048 op, 611152700.00 ns, 298.4144 us/op
WorkloadActual  38: 2048 op, 592548100.00 ns, 289.3301 us/op
WorkloadActual  39: 2048 op, 618900500.00 ns, 302.1975 us/op
WorkloadActual  40: 2048 op, 657673000.00 ns, 321.1294 us/op
WorkloadActual  41: 2048 op, 586832400.00 ns, 286.5393 us/op
WorkloadActual  42: 2048 op, 617204800.00 ns, 301.3695 us/op
WorkloadActual  43: 2048 op, 583888000.00 ns, 285.1016 us/op
WorkloadActual  44: 2048 op, 614348100.00 ns, 299.9747 us/op
WorkloadActual  45: 2048 op, 611895000.00 ns, 298.7769 us/op
WorkloadActual  46: 2048 op, 628628100.00 ns, 306.9473 us/op
WorkloadActual  47: 2048 op, 612660800.00 ns, 299.1508 us/op
WorkloadActual  48: 2048 op, 630011200.00 ns, 307.6227 us/op
WorkloadActual  49: 2048 op, 616782600.00 ns, 301.1634 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 658029500.00 ns, 321.3035 us/op
WorkloadResult   2: 2048 op, 642585100.00 ns, 313.7623 us/op
WorkloadResult   3: 2048 op, 604212000.00 ns, 295.0254 us/op
WorkloadResult   4: 2048 op, 643414200.00 ns, 314.1671 us/op
WorkloadResult   5: 2048 op, 606546300.00 ns, 296.1652 us/op
WorkloadResult   6: 2048 op, 589835200.00 ns, 288.0055 us/op
WorkloadResult   7: 2048 op, 582944200.00 ns, 284.6407 us/op
WorkloadResult   8: 2048 op, 605857500.00 ns, 295.8289 us/op
WorkloadResult   9: 2048 op, 585879100.00 ns, 286.0738 us/op
WorkloadResult  10: 2048 op, 615163300.00 ns, 300.3727 us/op
WorkloadResult  11: 2048 op, 610346600.00 ns, 298.0208 us/op
WorkloadResult  12: 2048 op, 584952600.00 ns, 285.6214 us/op
WorkloadResult  13: 2048 op, 619534500.00 ns, 302.5071 us/op
WorkloadResult  14: 2048 op, 634970200.00 ns, 310.0440 us/op
WorkloadResult  15: 2048 op, 663096800.00 ns, 323.7777 us/op
WorkloadResult  16: 2048 op, 663578500.00 ns, 324.0129 us/op
WorkloadResult  17: 2048 op, 596992100.00 ns, 291.5000 us/op
WorkloadResult  18: 2048 op, 628899800.00 ns, 307.0800 us/op
WorkloadResult  19: 2048 op, 607037300.00 ns, 296.4049 us/op
WorkloadResult  20: 2048 op, 605170400.00 ns, 295.4934 us/op
WorkloadResult  21: 2048 op, 613607500.00 ns, 299.6130 us/op
WorkloadResult  22: 2048 op, 618102000.00 ns, 301.8076 us/op
WorkloadResult  23: 2048 op, 633189700.00 ns, 309.1747 us/op
WorkloadResult  24: 2048 op, 604517800.00 ns, 295.1747 us/op
WorkloadResult  25: 2048 op, 580467400.00 ns, 283.4313 us/op
WorkloadResult  26: 2048 op, 623991400.00 ns, 304.6833 us/op
WorkloadResult  27: 2048 op, 581148700.00 ns, 283.7640 us/op
WorkloadResult  28: 2048 op, 619523000.00 ns, 302.5015 us/op
WorkloadResult  29: 2048 op, 627273200.00 ns, 306.2857 us/op
WorkloadResult  30: 2048 op, 584107000.00 ns, 285.2085 us/op
WorkloadResult  31: 2048 op, 661973900.00 ns, 323.2294 us/op
WorkloadResult  32: 2048 op, 606651400.00 ns, 296.2165 us/op
WorkloadResult  33: 2048 op, 589169200.00 ns, 287.6803 us/op
WorkloadResult  34: 2048 op, 611148700.00 ns, 298.4125 us/op
WorkloadResult  35: 2048 op, 592544100.00 ns, 289.3282 us/op
WorkloadResult  36: 2048 op, 618896500.00 ns, 302.1956 us/op
WorkloadResult  37: 2048 op, 657669000.00 ns, 321.1274 us/op
WorkloadResult  38: 2048 op, 586828400.00 ns, 286.5373 us/op
WorkloadResult  39: 2048 op, 617200800.00 ns, 301.3676 us/op
WorkloadResult  40: 2048 op, 583884000.00 ns, 285.0996 us/op
WorkloadResult  41: 2048 op, 614344100.00 ns, 299.9727 us/op
WorkloadResult  42: 2048 op, 611891000.00 ns, 298.7749 us/op
WorkloadResult  43: 2048 op, 628624100.00 ns, 306.9454 us/op
WorkloadResult  44: 2048 op, 612656800.00 ns, 299.1488 us/op
WorkloadResult  45: 2048 op, 630007200.00 ns, 307.6207 us/op
WorkloadResult  46: 2048 op, 616778600.00 ns, 301.1614 us/op
GC:  0 0 0 0 2048

// AfterAll

Mean = 300.1363 us, StdErr = 1.6758 us (0.56%); N = 46, StdDev = 11.3657 us
Min = 283.4313 us, Q1 = 291.5000 us, Median = 299.3809 us, Q3 = 306.9454 us, Max = 324.0129 us
IQR = 15.4453 us, LowerFence = 268.3321 us, UpperFence = 330.1133 us
ConfidenceInterval = [294.2371 us; 306.0355 us] (CI 99.9%), Margin = 5.8992 us (1.97% of Mean)
Skewness = 0.48, Kurtosis = 2.49, MValue = 2

// **************************
// Benchmark: Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "a3ef1f11-95dd-4261-9dc2-2e5a6745302c.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyClassicSingle" --job "Core" --benchmarkId 4 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 351700.00 ns, 351.7000 us/op
WorkloadJitting  1: 1 op, 5599800.00 ns, 5.5998 ms/op

OverheadJitting  2: 16 op, 477800.00 ns, 29.8625 us/op
WorkloadJitting  2: 16 op, 24196600.00 ns, 1.5123 ms/op

WorkloadPilot    1: 16 op, 26866300.00 ns, 1.6791 ms/op
WorkloadPilot    2: 32 op, 47377200.00 ns, 1.4805 ms/op
WorkloadPilot    3: 64 op, 86934000.00 ns, 1.3583 ms/op
WorkloadPilot    4: 128 op, 174201700.00 ns, 1.3610 ms/op
WorkloadPilot    5: 256 op, 344476500.00 ns, 1.3456 ms/op
WorkloadPilot    6: 512 op, 673712200.00 ns, 1.3158 ms/op

OverheadWarmup   1: 512 op, 6400.00 ns, 12.5000 ns/op
OverheadWarmup   2: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadWarmup   3: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadWarmup   4: 512 op, 1100.00 ns, 2.1484 ns/op
OverheadWarmup   5: 512 op, 1100.00 ns, 2.1484 ns/op
OverheadWarmup   6: 512 op, 1100.00 ns, 2.1484 ns/op
OverheadWarmup   7: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadWarmup   8: 512 op, 1200.00 ns, 2.3438 ns/op

OverheadActual   1: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual   2: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual   3: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual   4: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual   5: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual   6: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadActual   7: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadActual   8: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadActual   9: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadActual  10: 512 op, 1100.00 ns, 2.1484 ns/op
OverheadActual  11: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadActual  12: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadActual  13: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual  14: 512 op, 1100.00 ns, 2.1484 ns/op
OverheadActual  15: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual  16: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadActual  17: 512 op, 1100.00 ns, 2.1484 ns/op
OverheadActual  18: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual  19: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual  20: 512 op, 1500.00 ns, 2.9297 ns/op

WorkloadWarmup   1: 512 op, 686032000.00 ns, 1.3399 ms/op
WorkloadWarmup   2: 512 op, 677132500.00 ns, 1.3225 ms/op
WorkloadWarmup   3: 512 op, 677360800.00 ns, 1.3230 ms/op
WorkloadWarmup   4: 512 op, 667700800.00 ns, 1.3041 ms/op
WorkloadWarmup   5: 512 op, 675761200.00 ns, 1.3198 ms/op
WorkloadWarmup   6: 512 op, 675203000.00 ns, 1.3188 ms/op

// BeforeActualRun
WorkloadActual   1: 512 op, 668652900.00 ns, 1.3060 ms/op
WorkloadActual   2: 512 op, 687314100.00 ns, 1.3424 ms/op
WorkloadActual   3: 512 op, 678123000.00 ns, 1.3245 ms/op
WorkloadActual   4: 512 op, 682504000.00 ns, 1.3330 ms/op
WorkloadActual   5: 512 op, 666475300.00 ns, 1.3017 ms/op
WorkloadActual   6: 512 op, 682963300.00 ns, 1.3339 ms/op
WorkloadActual   7: 512 op, 672995000.00 ns, 1.3144 ms/op
WorkloadActual   8: 512 op, 694924300.00 ns, 1.3573 ms/op
WorkloadActual   9: 512 op, 698707500.00 ns, 1.3647 ms/op
WorkloadActual  10: 512 op, 670602600.00 ns, 1.3098 ms/op
WorkloadActual  11: 512 op, 682530600.00 ns, 1.3331 ms/op
WorkloadActual  12: 512 op, 668811900.00 ns, 1.3063 ms/op
WorkloadActual  13: 512 op, 665781500.00 ns, 1.3004 ms/op
WorkloadActual  14: 512 op, 685349700.00 ns, 1.3386 ms/op
WorkloadActual  15: 512 op, 657364600.00 ns, 1.2839 ms/op

// AfterActualRun
WorkloadResult   1: 512 op, 668651650.00 ns, 1.3060 ms/op
WorkloadResult   2: 512 op, 687312850.00 ns, 1.3424 ms/op
WorkloadResult   3: 512 op, 678121750.00 ns, 1.3245 ms/op
WorkloadResult   4: 512 op, 682502750.00 ns, 1.3330 ms/op
WorkloadResult   5: 512 op, 666474050.00 ns, 1.3017 ms/op
WorkloadResult   6: 512 op, 682962050.00 ns, 1.3339 ms/op
WorkloadResult   7: 512 op, 672993750.00 ns, 1.3144 ms/op
WorkloadResult   8: 512 op, 694923050.00 ns, 1.3573 ms/op
WorkloadResult   9: 512 op, 698706250.00 ns, 1.3647 ms/op
WorkloadResult  10: 512 op, 670601350.00 ns, 1.3098 ms/op
WorkloadResult  11: 512 op, 682529350.00 ns, 1.3331 ms/op
WorkloadResult  12: 512 op, 668810650.00 ns, 1.3063 ms/op
WorkloadResult  13: 512 op, 665780250.00 ns, 1.3004 ms/op
WorkloadResult  14: 512 op, 685348450.00 ns, 1.3386 ms/op
WorkloadResult  15: 512 op, 657363350.00 ns, 1.2839 ms/op
GC:  0 0 0 0 512

// AfterAll

Mean = 1.3233 ms, StdErr = 0.0058 ms (0.44%); N = 15, StdDev = 0.0226 ms
Min = 1.2839 ms, Q1 = 1.3060 ms, Median = 1.3245 ms, Q3 = 1.3386 ms, Max = 1.3647 ms
IQR = 0.0326 ms, LowerFence = 1.2570 ms, UpperFence = 1.3875 ms
ConfidenceInterval = [1.2991 ms; 1.3475 ms] (CI 99.9%), Margin = 0.0242 ms (1.83% of Mean)
Skewness = 0.15, Kurtosis = 1.93, MValue = 2

// **************************
// Benchmark: Benchmarker.MultiplyClassicSingleWPtr: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "a3ef1f11-95dd-4261-9dc2-2e5a6745302c.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyClassicSingleWPtr" --job "Core" --benchmarkId 5 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 373200.00 ns, 373.2000 us/op
WorkloadJitting  1: 1 op, 5889600.00 ns, 5.8896 ms/op

OverheadJitting  2: 16 op, 626000.00 ns, 39.1250 us/op
WorkloadJitting  2: 16 op, 26570800.00 ns, 1.6607 ms/op

WorkloadPilot    1: 16 op, 23506700.00 ns, 1.4692 ms/op
WorkloadPilot    2: 32 op, 45261200.00 ns, 1.4144 ms/op
WorkloadPilot    3: 64 op, 89944000.00 ns, 1.4054 ms/op
WorkloadPilot    4: 128 op, 178472400.00 ns, 1.3943 ms/op
WorkloadPilot    5: 256 op, 343637100.00 ns, 1.3423 ms/op
WorkloadPilot    6: 512 op, 675705800.00 ns, 1.3197 ms/op

OverheadWarmup   1: 512 op, 4900.00 ns, 9.5703 ns/op
OverheadWarmup   2: 512 op, 1600.00 ns, 3.1250 ns/op
OverheadWarmup   3: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadWarmup   4: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadWarmup   5: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadWarmup   6: 512 op, 1600.00 ns, 3.1250 ns/op
OverheadWarmup   7: 512 op, 1800.00 ns, 3.5156 ns/op
OverheadWarmup   8: 512 op, 1600.00 ns, 3.1250 ns/op
OverheadWarmup   9: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadWarmup  10: 512 op, 1300.00 ns, 2.5391 ns/op

OverheadActual   1: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual   2: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual   3: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual   4: 512 op, 1800.00 ns, 3.5156 ns/op
OverheadActual   5: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual   6: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual   7: 512 op, 1100.00 ns, 2.1484 ns/op
OverheadActual   8: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadActual   9: 512 op, 1800.00 ns, 3.5156 ns/op
OverheadActual  10: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadActual  11: 512 op, 1100.00 ns, 2.1484 ns/op
OverheadActual  12: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual  13: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual  14: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadActual  15: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual  16: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual  17: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadActual  18: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadActual  19: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual  20: 512 op, 2400.00 ns, 4.6875 ns/op

WorkloadWarmup   1: 512 op, 722162700.00 ns, 1.4105 ms/op
WorkloadWarmup   2: 512 op, 731180400.00 ns, 1.4281 ms/op
WorkloadWarmup   3: 512 op, 711046100.00 ns, 1.3888 ms/op
WorkloadWarmup   4: 512 op, 694043100.00 ns, 1.3556 ms/op
WorkloadWarmup   5: 512 op, 706372400.00 ns, 1.3796 ms/op
WorkloadWarmup   6: 512 op, 701348200.00 ns, 1.3698 ms/op

// BeforeActualRun
WorkloadActual   1: 512 op, 688373700.00 ns, 1.3445 ms/op
WorkloadActual   2: 512 op, 690881600.00 ns, 1.3494 ms/op
WorkloadActual   3: 512 op, 731415400.00 ns, 1.4285 ms/op
WorkloadActual   4: 512 op, 716046200.00 ns, 1.3985 ms/op
WorkloadActual   5: 512 op, 721085400.00 ns, 1.4084 ms/op
WorkloadActual   6: 512 op, 697703300.00 ns, 1.3627 ms/op
WorkloadActual   7: 512 op, 716809900.00 ns, 1.4000 ms/op
WorkloadActual   8: 512 op, 691527900.00 ns, 1.3506 ms/op
WorkloadActual   9: 512 op, 700606400.00 ns, 1.3684 ms/op
WorkloadActual  10: 512 op, 690457400.00 ns, 1.3485 ms/op
WorkloadActual  11: 512 op, 708409700.00 ns, 1.3836 ms/op
WorkloadActual  12: 512 op, 687296700.00 ns, 1.3424 ms/op
WorkloadActual  13: 512 op, 697751200.00 ns, 1.3628 ms/op
WorkloadActual  14: 512 op, 692353900.00 ns, 1.3523 ms/op
WorkloadActual  15: 512 op, 703130300.00 ns, 1.3733 ms/op
WorkloadActual  16: 512 op, 679991000.00 ns, 1.3281 ms/op
WorkloadActual  17: 512 op, 678624700.00 ns, 1.3254 ms/op
WorkloadActual  18: 512 op, 683682400.00 ns, 1.3353 ms/op

// AfterActualRun
WorkloadResult   1: 512 op, 688372400.00 ns, 1.3445 ms/op
WorkloadResult   2: 512 op, 690880300.00 ns, 1.3494 ms/op
WorkloadResult   3: 512 op, 731414100.00 ns, 1.4285 ms/op
WorkloadResult   4: 512 op, 716044900.00 ns, 1.3985 ms/op
WorkloadResult   5: 512 op, 721084100.00 ns, 1.4084 ms/op
WorkloadResult   6: 512 op, 697702000.00 ns, 1.3627 ms/op
WorkloadResult   7: 512 op, 716808600.00 ns, 1.4000 ms/op
WorkloadResult   8: 512 op, 691526600.00 ns, 1.3506 ms/op
WorkloadResult   9: 512 op, 700605100.00 ns, 1.3684 ms/op
WorkloadResult  10: 512 op, 690456100.00 ns, 1.3485 ms/op
WorkloadResult  11: 512 op, 708408400.00 ns, 1.3836 ms/op
