// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 7 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\366f48cd-eb93-4d29-8976-ae650e804c0e
// command took 2.22s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\366f48cd-eb93-4d29-8976-ae650e804c0e
// command took 5.78s and exited with 0
// ***** Done, took 00:00:08 (8.2 sec)   *****
// Found 7 benchmarks:
//   Benchmarker.MultiplyAvx: Core(Runtime=Core)
//   Benchmarker.MultiplyAvxWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyFma: Core(Runtime=Core)
//   Benchmarker.MultiplyFmaWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup8: Core(Runtime=Core)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: Benchmarker.MultiplyAvx: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "366f48cd-eb93-4d29-8976-ae650e804c0e.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvx" --job "Core" --benchmarkId 0 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\366f48cd-eb93-4d29-8976-ae650e804c0e\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

WorkloadResult   7: 2048 op, 727307350.00 ns, 355.1305 us/op
WorkloadResult   8: 2048 op, 744912650.00 ns, 363.7269 us/op
WorkloadResult   9: 2048 op, 726243950.00 ns, 354.6113 us/op
WorkloadResult  10: 2048 op, 747621750.00 ns, 365.0497 us/op
WorkloadResult  11: 2048 op, 715350450.00 ns, 349.2922 us/op
WorkloadResult  12: 2048 op, 699385750.00 ns, 341.4969 us/op
WorkloadResult  13: 2048 op, 782695850.00 ns, 382.1757 us/op
WorkloadResult  14: 2048 op, 749814550.00 ns, 366.1204 us/op
WorkloadResult  15: 2048 op, 731425450.00 ns, 357.1413 us/op
WorkloadResult  16: 2048 op, 777144750.00 ns, 379.4652 us/op
WorkloadResult  17: 2048 op, 773043350.00 ns, 377.4626 us/op
WorkloadResult  18: 2048 op, 735167750.00 ns, 358.9686 us/op
WorkloadResult  19: 2048 op, 746742650.00 ns, 364.6204 us/op
WorkloadResult  20: 2048 op, 728558750.00 ns, 355.7416 us/op
WorkloadResult  21: 2048 op, 703036350.00 ns, 343.2795 us/op
WorkloadResult  22: 2048 op, 742153050.00 ns, 362.3794 us/op
WorkloadResult  23: 2048 op, 710166650.00 ns, 346.7611 us/op
WorkloadResult  24: 2048 op, 720852350.00 ns, 351.9787 us/op
WorkloadResult  25: 2048 op, 707153350.00 ns, 345.2897 us/op
WorkloadResult  26: 2048 op, 731067450.00 ns, 356.9665 us/op
WorkloadResult  27: 2048 op, 713334950.00 ns, 348.3081 us/op
WorkloadResult  28: 2048 op, 725729550.00 ns, 354.3601 us/op
GC:  0 0 0 0 2048

// AfterAll

Mean = 357.7716 us, StdErr = 1.9196 us (0.54%); N = 28, StdDev = 10.1574 us
Min = 341.4969 us, Q1 = 351.4977 us, Median = 356.3541 us, Q3 = 363.8729 us, Max = 382.1757 us
IQR = 12.3752 us, LowerFence = 332.9348 us, UpperFence = 382.4358 us
ConfidenceInterval = [350.6891 us; 364.8540 us] (CI 99.9%), Margin = 7.0824 us (1.98% of Mean)
Skewness = 0.73, Kurtosis = 3.06, MValue = 2

// **************************
// Benchmark: Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "366f48cd-eb93-4d29-8976-ae650e804c0e.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyClassicSingle" --job "Core" --benchmarkId 4 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\366f48cd-eb93-4d29-8976-ae650e804c0e\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 346700.00 ns, 346.7000 us/op
WorkloadJitting  1: 1 op, 4712700.00 ns, 4.7127 ms/op

OverheadJitting  2: 16 op, 597900.00 ns, 37.3687 us/op
WorkloadJitting  2: 16 op, 22945700.00 ns, 1.4341 ms/op

WorkloadPilot    1: 16 op, 21988200.00 ns, 1.3743 ms/op
WorkloadPilot    2: 32 op, 46205600.00 ns, 1.4439 ms/op
WorkloadPilot    3: 64 op, 82342700.00 ns, 1.2866 ms/op
WorkloadPilot    4: 128 op, 176107100.00 ns, 1.3758 ms/op
WorkloadPilot    5: 256 op, 349812900.00 ns, 1.3665 ms/op
WorkloadPilot    6: 512 op, 695381300.00 ns, 1.3582 ms/op

OverheadWarmup   1: 512 op, 8500.00 ns, 16.6016 ns/op
OverheadWarmup   2: 512 op, 1700.00 ns, 3.3203 ns/op
OverheadWarmup   3: 512 op, 1600.00 ns, 3.1250 ns/op
OverheadWarmup   4: 512 op, 1800.00 ns, 3.5156 ns/op
OverheadWarmup   5: 512 op, 1600.00 ns, 3.1250 ns/op
OverheadWarmup   6: 512 op, 1200.00 ns, 2.3438 ns/op
OverheadWarmup   7: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadWarmup   8: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadWarmup   9: 512 op, 1500.00 ns, 2.9297 ns/op

OverheadActual   1: 512 op, 1700.00 ns, 3.3203 ns/op
OverheadActual   2: 512 op, 1600.00 ns, 3.1250 ns/op
OverheadActual   3: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual   4: 512 op, 1600.00 ns, 3.1250 ns/op
OverheadActual   5: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual   6: 512 op, 1300.00 ns, 2.5391 ns/op
OverheadActual   7: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual   8: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual   9: 512 op, 2000.00 ns, 3.9062 ns/op
OverheadActual  10: 512 op, 5100.00 ns, 9.9609 ns/op
OverheadActual  11: 512 op, 2300.00 ns, 4.4922 ns/op
OverheadActual  12: 512 op, 1800.00 ns, 3.5156 ns/op
OverheadActual  13: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual  14: 512 op, 1500.00 ns, 2.9297 ns/op
OverheadActual  15: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual  16: 512 op, 1700.00 ns, 3.3203 ns/op
OverheadActual  17: 512 op, 1600.00 ns, 3.1250 ns/op
OverheadActual  18: 512 op, 1400.00 ns, 2.7344 ns/op
OverheadActual  19: 512 op, 1700.00 ns, 3.3203 ns/op
OverheadActual  20: 512 op, 1700.00 ns, 3.3203 ns/op

WorkloadWarmup   1: 512 op, 697531800.00 ns, 1.3624 ms/op
WorkloadWarmup   2: 512 op, 709913200.00 ns, 1.3865 ms/op
WorkloadWarmup   3: 512 op, 689282500.00 ns, 1.3463 ms/op
WorkloadWarmup   4: 512 op, 702759300.00 ns, 1.3726 ms/op
WorkloadWarmup   5: 512 op, 711113800.00 ns, 1.3889 ms/op
WorkloadWarmup   6: 512 op, 700883400.00 ns, 1.3689 ms/op

// BeforeActualRun
WorkloadActual   1: 512 op, 701171800.00 ns, 1.3695 ms/op
WorkloadActual   2: 512 op, 704385200.00 ns, 1.3758 ms/op
WorkloadActual   3: 512 op, 702923300.00 ns, 1.3729 ms/op
WorkloadActual   4: 512 op, 697247500.00 ns, 1.3618 ms/op
WorkloadActual   5: 512 op, 697434200.00 ns, 1.3622 ms/op
WorkloadActual   6: 512 op, 689529100.00 ns, 1.3467 ms/op
WorkloadActual   7: 512 op, 702435500.00 ns, 1.3719 ms/op
WorkloadActual   8: 512 op, 690119100.00 ns, 1.3479 ms/op
WorkloadActual   9: 512 op, 699862700.00 ns, 1.3669 ms/op
WorkloadActual  10: 512 op, 698007800.00 ns, 1.3633 ms/op
WorkloadActual  11: 512 op, 651479600.00 ns, 1.2724 ms/op
WorkloadActual  12: 512 op, 692325400.00 ns, 1.3522 ms/op
WorkloadActual  13: 512 op, 683452200.00 ns, 1.3349 ms/op
WorkloadActual  14: 512 op, 698719100.00 ns, 1.3647 ms/op
WorkloadActual  15: 512 op, 698259700.00 ns, 1.3638 ms/op
WorkloadActual  16: 512 op, 679744100.00 ns, 1.3276 ms/op

// AfterActualRun
WorkloadResult   1: 512 op, 701170200.00 ns, 1.3695 ms/op
WorkloadResult   2: 512 op, 704383600.00 ns, 1.3757 ms/op
WorkloadResult   3: 512 op, 702921700.00 ns, 1.3729 ms/op
WorkloadResult   4: 512 op, 697245900.00 ns, 1.3618 ms/op
WorkloadResult   5: 512 op, 697432600.00 ns, 1.3622 ms/op
WorkloadResult   6: 512 op, 689527500.00 ns, 1.3467 ms/op
WorkloadResult   7: 512 op, 702433900.00 ns, 1.3719 ms/op
WorkloadResult   8: 512 op, 690117500.00 ns, 1.3479 ms/op
WorkloadResult   9: 512 op, 699861100.00 ns, 1.3669 ms/op
WorkloadResult  10: 512 op, 698006200.00 ns, 1.3633 ms/op
WorkloadResult  11: 512 op, 651478000.00 ns, 1.2724 ms/op
WorkloadResult  12: 512 op, 692323800.00 ns, 1.3522 ms/op
WorkloadResult  13: 512 op, 683450600.00 ns, 1.3349 ms/op
WorkloadResult  14: 512 op, 698717500.00 ns, 1.3647 ms/op
WorkloadResult  15: 512 op, 698258100.00 ns, 1.3638 ms/op
WorkloadResult  16: 512 op, 679742500.00 ns, 1.3276 ms/op
GC:  0 0 0 0 512

// AfterAll

Mean = 1.3534 ms, StdErr = 0.0064 ms (0.47%); N = 16, StdDev = 0.0255 ms
Min = 1.2724 ms, Q1 = 1.3473 ms, Median = 1.3627 ms, Q3 = 1.3682 ms, Max = 1.3757 ms
IQR = 0.0209 ms, LowerFence = 1.3160 ms, UpperFence = 1.3995 ms
ConfidenceInterval = [1.3274 ms; 1.3794 ms] (CI 99.9%), Margin = 0.0260 ms (1.92% of Mean)
Skewness = -1.95, Kurtosis = 6.49, MValue = 2

// **************************
// Benchmark: Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "366f48cd-eb93-4d29-8976-ae650e804c0e.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyClassicGroup4" --job "Core" --benchmarkId 5 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\366f48cd-eb93-4d29-8976-ae650e804c0e\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 393000.00 ns, 393.0000 us/op
WorkloadJitting  1: 1 op, 5031600.00 ns, 5.0316 ms/op

OverheadJitting  2: 16 op, 592100.00 ns, 37.0063 us/op
WorkloadJitting  2: 16 op, 15311500.00 ns, 956.9688 us/op

WorkloadPilot    1: 16 op, 19291200.00 ns, 1.2057 ms/op
WorkloadPilot    2: 32 op, 27332100.00 ns, 854.1281 us/op
WorkloadPilot    3: 64 op, 51795300.00 ns, 809.3016 us/op
WorkloadPilot    4: 128 op, 106444500.00 ns, 831.5977 us/op
WorkloadPilot    5: 256 op, 218191600.00 ns, 852.3109 us/op
WorkloadPilot    6: 512 op, 456998100.00 ns, 892.5744 us/op
WorkloadPilot    7: 1024 op, 901298100.00 ns, 880.1739 us/op

OverheadWarmup   1: 1024 op, 4700.00 ns, 4.5898 ns/op
OverheadWarmup   2: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadWarmup   3: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadWarmup   4: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadWarmup   5: 1024 op, 2300.00 ns, 2.2461 ns/op
OverheadWarmup   6: 1024 op, 2100.00 ns, 2.0508 ns/op

OverheadActual   1: 1024 op, 3200.00 ns, 3.1250 ns/op
OverheadActual   2: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual   3: 1024 op, 15700.00 ns, 15.3320 ns/op
OverheadActual   4: 1024 op, 3900.00 ns, 3.8086 ns/op
OverheadActual   5: 1024 op, 3300.00 ns, 3.2227 ns/op
OverheadActual   6: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual   7: 1024 op, 22700.00 ns, 22.1680 ns/op
OverheadActual   8: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual   9: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadActual  10: 1024 op, 2000.00 ns, 1.9531 ns/op
OverheadActual  11: 1024 op, 2600.00 ns, 2.5391 ns/op
OverheadActual  12: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  13: 1024 op, 2000.00 ns, 1.9531 ns/op
OverheadActual  14: 1024 op, 2000.00 ns, 1.9531 ns/op
OverheadActual  15: 1024 op, 2800.00 ns, 2.7344 ns/op
OverheadActual  16: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  17: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  18: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual  19: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  20: 1024 op, 3200.00 ns, 3.1250 ns/op

WorkloadWarmup   1: 1024 op, 899864100.00 ns, 878.7735 us/op
WorkloadWarmup   2: 1024 op, 893448900.00 ns, 872.5087 us/op
WorkloadWarmup   3: 1024 op, 931893600.00 ns, 910.0523 us/op
WorkloadWarmup   4: 1024 op, 923897000.00 ns, 902.2432 us/op
WorkloadWarmup   5: 1024 op, 886852200.00 ns, 866.0666 us/op
WorkloadWarmup   6: 1024 op, 963797400.00 ns, 941.2084 us/op
WorkloadWarmup   7: 1024 op, 930309100.00 ns, 908.5050 us/op

// BeforeActualRun
WorkloadActual   1: 1024 op, 880906100.00 ns, 860.2599 us/op
WorkloadActual   2: 1024 op, 885276700.00 ns, 864.5280 us/op
WorkloadActual   3: 1024 op, 881009100.00 ns, 860.3604 us/op
WorkloadActual   4: 1024 op, 904685600.00 ns, 883.4820 us/op
WorkloadActual   5: 1024 op, 886444100.00 ns, 865.6681 us/op
WorkloadActual   6: 1024 op, 891126000.00 ns, 870.2402 us/op
WorkloadActual   7: 1024 op, 879160000.00 ns, 858.5547 us/op
WorkloadActual   8: 1024 op, 892001300.00 ns, 871.0950 us/op
WorkloadActual   9: 1024 op, 863123000.00 ns, 842.8936 us/op
WorkloadActual  10: 1024 op, 863169700.00 ns, 842.9392 us/op
WorkloadActual  11: 1024 op, 896937200.00 ns, 875.9152 us/op
WorkloadActual  12: 1024 op, 884231900.00 ns, 863.5077 us/op
WorkloadActual  13: 1024 op, 888858200.00 ns, 868.0256 us/op
WorkloadActual  14: 1024 op, 892965800.00 ns, 872.0369 us/op
WorkloadActual  15: 1024 op, 915222500.00 ns, 893.7720 us/op

// AfterActualRun
WorkloadResult   1: 1024 op, 880903900.00 ns, 860.2577 us/op
WorkloadResult   2: 1024 op, 885274500.00 ns, 864.5259 us/op
WorkloadResult   3: 1024 op, 881006900.00 ns, 860.3583 us/op
WorkloadResult   4: 1024 op, 904683400.00 ns, 883.4799 us/op
WorkloadResult   5: 1024 op, 886441900.00 ns, 865.6659 us/op
WorkloadResult   6: 1024 op, 891123800.00 ns, 870.2381 us/op
WorkloadResult   7: 1024 op, 879157800.00 ns, 858.5525 us/op
WorkloadResult   8: 1024 op, 891999100.00 ns, 871.0929 us/op
WorkloadResult   9: 1024 op, 863120800.00 ns, 842.8914 us/op
WorkloadResult  10: 1024 op, 863167500.00 ns, 842.9370 us/op
WorkloadResult  11: 1024 op, 896935000.00 ns, 875.9131 us/op
WorkloadResult  12: 1024 op, 884229700.00 ns, 863.5056 us/op
WorkloadResult  13: 1024 op, 888856000.00 ns, 868.0234 us/op
WorkloadResult  14: 1024 op, 892963600.00 ns, 872.0348 us/op
GC:  0 0 0 0 1024

// AfterAll

Mean = 864.2483 us, StdErr = 3.0018 us (0.35%); N = 14, StdDev = 11.2317 us
Min = 842.8914 us, Q1 = 860.2577 us, Median = 865.0959 us, Q3 = 871.0929 us, Max = 883.4799 us
IQR = 10.8352 us, LowerFence = 844.0050 us, UpperFence = 887.3456 us
ConfidenceInterval = [851.5783 us; 876.9184 us] (CI 99.9%), Margin = 12.6700 us (1.47% of Mean)
Skewness = -0.5, Kurtosis = 2.6, MValue = 2

// **************************
// Benchmark: Benchmarker.MultiplyClassicGroup8: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "366f48cd-eb93-4d29-8976-ae650e804c0e.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyClassicGroup8" --job "Core" --benchmarkId 6 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\366f48cd-eb93-4d29-8976-ae650e804c0e\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 318200.00 ns, 318.2000 us/op
WorkloadJitting  1: 1 op, 6773600.00 ns, 6.7736 ms/op

OverheadJitting  2: 16 op, 583000.00 ns, 36.4375 us/op
WorkloadJitting  2: 16 op, 16159600.00 ns, 1.0100 ms/op

WorkloadPilot    1: 16 op, 14099000.00 ns, 881.1875 us/op
WorkloadPilot    2: 32 op, 30104400.00 ns, 940.7625 us/op
WorkloadPilot    3: 64 op, 53298700.00 ns, 832.7922 us/op
WorkloadPilot    4: 128 op, 105697100.00 ns, 825.7586 us/op
WorkloadPilot    5: 256 op, 209925800.00 ns, 820.0227 us/op
WorkloadPilot    6: 512 op, 433909000.00 ns, 847.4785 us/op
WorkloadPilot    7: 1024 op, 834574200.00 ns, 815.0139 us/op

OverheadWarmup   1: 1024 op, 5500.00 ns, 5.3711 ns/op
OverheadWarmup   2: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadWarmup   3: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadWarmup   4: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadWarmup   5: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadWarmup   6: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadWarmup   7: 1024 op, 2000.00 ns, 1.9531 ns/op
OverheadWarmup   8: 1024 op, 2000.00 ns, 1.9531 ns/op

OverheadActual   1: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   2: 1024 op, 15500.00 ns, 15.1367 ns/op
OverheadActual   3: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual   4: 1024 op, 2200.00 ns, 2.1484 ns/op
OverheadActual   5: 1024 op, 9500.00 ns, 9.2773 ns/op
OverheadActual   6: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   7: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   8: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual   9: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  10: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  11: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  12: 1024 op, 2000.00 ns, 1.9531 ns/op
OverheadActual  13: 1024 op, 2100.00 ns, 2.0508 ns/op
OverheadActual  14: 1024 op, 2000.00 ns, 1.9531 ns/op
OverheadActual  15: 1024 op, 2100.00 ns, 2.0508 ns/op

WorkloadWarmup   1: 1024 op, 847875500.00 ns, 828.0034 us/op
WorkloadWarmup   2: 1024 op, 843201700.00 ns, 823.4392 us/op
WorkloadWarmup   3: 1024 op, 833381000.00 ns, 813.8486 us/op
WorkloadWarmup   4: 1024 op, 846954500.00 ns, 827.1040 us/op
WorkloadWarmup   5: 1024 op, 826248700.00 ns, 806.8835 us/op
WorkloadWarmup   6: 1024 op, 846755700.00 ns, 826.9099 us/op
WorkloadWarmup   7: 1024 op, 853199100.00 ns, 833.2022 us/op
WorkloadWarmup   8: 1024 op, 825244300.00 ns, 805.9026 us/op

// BeforeActualRun
WorkloadActual   1: 1024 op, 823780100.00 ns, 804.4728 us/op
WorkloadActual   2: 1024 op, 858108800.00 ns, 837.9969 us/op
WorkloadActual   3: 1024 op, 854313900.00 ns, 834.2909 us/op
WorkloadActual   4: 1024 op, 877250200.00 ns, 856.6896 us/op
WorkloadActual   5: 1024 op, 913325300.00 ns, 891.9192 us/op
WorkloadActual   6: 1024 op, 822370600.00 ns, 803.0963 us/op
WorkloadActual   7: 1024 op, 870379400.00 ns, 849.9799 us/op
WorkloadActual   8: 1024 op, 890046700.00 ns, 869.1862 us/op
WorkloadActual   9: 1024 op, 854515600.00 ns, 834.4879 us/op
WorkloadActual  10: 1024 op, 825308900.00 ns, 805.9657 us/op
WorkloadActual  11: 1024 op, 836810900.00 ns, 817.1981 us/op
WorkloadActual  12: 1024 op, 819843400.00 ns, 800.6283 us/op
WorkloadActual  13: 1024 op, 813176900.00 ns, 794.1181 us/op
WorkloadActual  14: 1024 op, 834422800.00 ns, 814.8660 us/op
WorkloadActual  15: 1024 op, 834080900.00 ns, 814.5321 us/op
WorkloadActual  16: 1024 op, 849458200.00 ns, 829.5490 us/op
WorkloadActual  17: 1024 op, 858564200.00 ns, 838.4416 us/op
WorkloadActual  18: 1024 op, 831726700.00 ns, 812.2331 us/op
WorkloadActual  19: 1024 op, 848358800.00 ns, 828.4754 us/op
WorkloadActual  20: 1024 op, 836061600.00 ns, 816.4664 us/op
WorkloadActual  21: 1024 op, 835981000.00 ns, 816.3877 us/op
WorkloadActual  22: 1024 op, 853077300.00 ns, 833.0833 us/op

// AfterActualRun
WorkloadResult   1: 1024 op, 823778000.00 ns, 804.4707 us/op
WorkloadResult   2: 1024 op, 858106700.00 ns, 837.9948 us/op
WorkloadResult   3: 1024 op, 854311800.00 ns, 834.2889 us/op
WorkloadResult   4: 1024 op, 877248100.00 ns, 856.6876 us/op
WorkloadResult   5: 1024 op, 822368500.00 ns, 803.0942 us/op
WorkloadResult   6: 1024 op, 870377300.00 ns, 849.9778 us/op
WorkloadResult   7: 1024 op, 890044600.00 ns, 869.1842 us/op
WorkloadResult   8: 1024 op, 854513500.00 ns, 834.4858 us/op
WorkloadResult   9: 1024 op, 825306800.00 ns, 805.9637 us/op
WorkloadResult  10: 1024 op, 836808800.00 ns, 817.1961 us/op
WorkloadResult  11: 1024 op, 819841300.00 ns, 800.6263 us/op
WorkloadResult  12: 1024 op, 813174800.00 ns, 794.1160 us/op
WorkloadResult  13: 1024 op, 834420700.00 ns, 814.8640 us/op
WorkloadResult  14: 1024 op, 834078800.00 ns, 814.5301 us/op
WorkloadResult  15: 1024 op, 849456100.00 ns, 829.5470 us/op
WorkloadResult  16: 1024 op, 858562100.00 ns, 838.4396 us/op
WorkloadResult  17: 1024 op, 831724600.00 ns, 812.2311 us/op
WorkloadResult  18: 1024 op, 848356700.00 ns, 828.4733 us/op
WorkloadResult  19: 1024 op, 836059500.00 ns, 816.4644 us/op
WorkloadResult  20: 1024 op, 835978900.00 ns, 816.3856 us/op
WorkloadResult  21: 1024 op, 853075200.00 ns, 833.0812 us/op
GC:  0 0 0 0 1024

// AfterAll

Mean = 824.3858 us, StdErr = 4.2514 us (0.52%); N = 21, StdDev = 19.4821 us
Min = 794.1160 us, Q1 = 809.0974 us, Median = 817.1961 us, Q3 = 836.2403 us, Max = 869.1842 us
IQR = 27.1430 us, LowerFence = 768.3829 us, UpperFence = 876.9548 us
ConfidenceInterval = [808.0202 us; 840.7515 us] (CI 99.9%), Margin = 16.3657 us (1.99% of Mean)
Skewness = 0.51, Kurtosis = 2.42, MValue = 2

Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\Benchmarker.Benchmarker-report.csv
  BenchmarkDotNet.Artifacts\results\Benchmarker.Benchmarker-report-github.md
  BenchmarkDotNet.Artifacts\results\Benchmarker.Benchmarker-report.html

// * Detailed results *
Benchmarker.MultiplyAvx: Core(Runtime=Core)
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 414.2691 us, StdErr = 2.0872 us (0.50%); N = 23, StdDev = 10.0099 us
Min = 397.2902 us, Q1 = 410.1066 us, Median = 414.9267 us, Q3 = 417.4263 us, Max = 441.4003 us
IQR = 7.3197 us, LowerFence = 399.1271 us, UpperFence = 428.4058 us
ConfidenceInterval = [406.3541 us; 422.1841 us] (CI 99.9%), Margin = 7.9150 us (1.91% of Mean)
Skewness = 0.55, Kurtosis = 3.57, MValue = 2
-------------------- Histogram --------------------
[394.210 us ; 402.360 us) | @@@
[402.360 us ; 411.321 us) | @@@@@
[411.321 us ; 421.846 us) | @@@@@@@@@@@
[421.846 us ; 444.480 us) | @@@@
---------------------------------------------------

Benchmarker.MultiplyAvxWSpanPtr: Core(Runtime=Core)
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 418.8480 us, StdErr = 3.7741 us (0.90%); N = 93, StdDev = 36.3960 us
Min = 362.7052 us, Q1 = 392.8067 us, Median = 407.3078 us, Q3 = 442.1365 us, Max = 515.7135 us
IQR = 49.3299 us, LowerFence = 318.8119 us, UpperFence = 516.1313 us
ConfidenceInterval = [406.0182 us; 431.6778 us] (CI 99.9%), Margin = 12.8298 us (3.06% of Mean)
Skewness = 1, Kurtosis = 3.23, MValue = 2.32
-------------------- Histogram --------------------
[355.676 us ; 369.933 us) | @
[369.933 us ; 386.663 us) | @@@@@@@@@@@@
[386.663 us ; 400.721 us) | @@@@@@@@@@@@@@@@@@@@@@@@@
[400.721 us ; 417.506 us) | @@@@@@@@@@@@@@@@@@
[417.506 us ; 431.586 us) | @@@@@@@@@@@
[431.586 us ; 453.061 us) | @@@@@@@@@@
[453.061 us ; 476.145 us) | @@@@@@@@
[476.145 us ; 490.000 us) | @@
[490.000 us ; 502.830 us) | @
[502.830 us ; 516.888 us) | @@@@@
---------------------------------------------------

Benchmarker.MultiplyFma: Core(Runtime=Core)
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 392.5102 us, StdErr = 3.0172 us (0.77%); N = 90, StdDev = 28.6241 us
Min = 344.4367 us, Q1 = 371.4086 us, Median = 386.4486 us, Q3 = 407.7843 us, Max = 480.2239 us
