// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\7c0c59ef-ba37-41df-8519-7f28d2f176c2
// command took 2.82s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\7c0c59ef-ba37-41df-8519-7f28d2f176c2
// command took 6.91s and exited with 0
// ***** Done, took 00:00:10 (10.04 sec)   *****
// Found 4 benchmarks:
//   Benchmarker.MultiplyAvx: Core(Runtime=Core)
//   Benchmarker.MultiplyFma: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: Benchmarker.MultiplyAvx: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7c0c59ef-ba37-41df-8519-7f28d2f176c2.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvx" --job "Core" --benchmarkId 0 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\7c0c59ef-ba37-41df-8519-7f28d2f176c2\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

WorkloadActual  88: 512 op, 482414800.00 ns, 942.2164 us/op
WorkloadActual  89: 512 op, 485838500.00 ns, 948.9033 us/op
WorkloadActual  90: 512 op, 494042000.00 ns, 964.9258 us/op
WorkloadActual  91: 512 op, 510821400.00 ns, 997.6980 us/op
WorkloadActual  92: 512 op, 549598500.00 ns, 1.0734 ms/op
WorkloadActual  93: 512 op, 477472900.00 ns, 932.5643 us/op
WorkloadActual  94: 512 op, 498747100.00 ns, 974.1154 us/op
WorkloadActual  95: 512 op, 472921700.00 ns, 923.6752 us/op
WorkloadActual  96: 512 op, 516319900.00 ns, 1.0084 ms/op
WorkloadActual  97: 512 op, 448890400.00 ns, 876.7391 us/op
WorkloadActual  98: 512 op, 492312800.00 ns, 961.5484 us/op
WorkloadActual  99: 512 op, 496154900.00 ns, 969.0525 us/op
WorkloadActual  100: 512 op, 473088700.00 ns, 924.0014 us/op

// AfterActualRun
WorkloadResult   1: 512 op, 502635050.00 ns, 981.7091 us/op
WorkloadResult   2: 512 op, 542178750.00 ns, 1.0589 ms/op
WorkloadResult   3: 512 op, 560869250.00 ns, 1.0954 ms/op
WorkloadResult   4: 512 op, 557953250.00 ns, 1.0898 ms/op
WorkloadResult   5: 512 op, 476334350.00 ns, 930.3405 us/op
WorkloadResult   6: 512 op, 484664450.00 ns, 946.6103 us/op
WorkloadResult   7: 512 op, 486931050.00 ns, 951.0372 us/op
WorkloadResult   8: 512 op, 488455250.00 ns, 954.0142 us/op
WorkloadResult   9: 512 op, 504767950.00 ns, 985.8749 us/op
WorkloadResult  10: 512 op, 509337850.00 ns, 994.8005 us/op
WorkloadResult  11: 512 op, 460366050.00 ns, 899.1524 us/op
WorkloadResult  12: 512 op, 494709650.00 ns, 966.2298 us/op
WorkloadResult  13: 512 op, 481584250.00 ns, 940.5942 us/op
WorkloadResult  14: 512 op, 536169250.00 ns, 1.0472 ms/op
WorkloadResult  15: 512 op, 484356650.00 ns, 946.0091 us/op
WorkloadResult  16: 512 op, 525971850.00 ns, 1.0273 ms/op
WorkloadResult  17: 512 op, 461832550.00 ns, 902.0167 us/op
WorkloadResult  18: 512 op, 537711550.00 ns, 1.0502 ms/op
WorkloadResult  19: 512 op, 474575050.00 ns, 926.9044 us/op
WorkloadResult  20: 512 op, 551815150.00 ns, 1.0778 ms/op
WorkloadResult  21: 512 op, 492498350.00 ns, 961.9108 us/op
WorkloadResult  22: 512 op, 502501950.00 ns, 981.4491 us/op
WorkloadResult  23: 512 op, 455091450.00 ns, 888.8505 us/op
WorkloadResult  24: 512 op, 493874750.00 ns, 964.5991 us/op
WorkloadResult  25: 512 op, 549270250.00 ns, 1.0728 ms/op
WorkloadResult  26: 512 op, 543355350.00 ns, 1.0612 ms/op
WorkloadResult  27: 512 op, 545526550.00 ns, 1.0655 ms/op
WorkloadResult  28: 512 op, 556128450.00 ns, 1.0862 ms/op
WorkloadResult  29: 512 op, 503707950.00 ns, 983.8046 us/op
WorkloadResult  30: 512 op, 440346150.00 ns, 860.0511 us/op
WorkloadResult  31: 512 op, 449409050.00 ns, 877.7521 us/op
WorkloadResult  32: 512 op, 501168850.00 ns, 978.8454 us/op
WorkloadResult  33: 512 op, 465219250.00 ns, 908.6313 us/op
WorkloadResult  34: 512 op, 524461850.00 ns, 1.0243 ms/op
WorkloadResult  35: 512 op, 510401150.00 ns, 996.8772 us/op
WorkloadResult  36: 512 op, 502158250.00 ns, 980.7778 us/op
WorkloadResult  37: 512 op, 452299750.00 ns, 883.3979 us/op
WorkloadResult  38: 512 op, 477255850.00 ns, 932.1403 us/op
WorkloadResult  39: 512 op, 458612250.00 ns, 895.7271 us/op
WorkloadResult  40: 512 op, 488277950.00 ns, 953.6679 us/op
WorkloadResult  41: 512 op, 465448350.00 ns, 909.0788 us/op
WorkloadResult  42: 512 op, 467969550.00 ns, 914.0030 us/op
WorkloadResult  43: 512 op, 475357550.00 ns, 928.4327 us/op
WorkloadResult  44: 512 op, 435025250.00 ns, 849.6587 us/op
WorkloadResult  45: 512 op, 507567250.00 ns, 991.3423 us/op
WorkloadResult  46: 512 op, 473721450.00 ns, 925.2372 us/op
WorkloadResult  47: 512 op, 472508650.00 ns, 922.8685 us/op
WorkloadResult  48: 512 op, 460472150.00 ns, 899.3597 us/op
WorkloadResult  49: 512 op, 461677350.00 ns, 901.7136 us/op
WorkloadResult  50: 512 op, 466882550.00 ns, 911.8800 us/op
WorkloadResult  51: 512 op, 506890250.00 ns, 990.0200 us/op
WorkloadResult  52: 512 op, 556578750.00 ns, 1.0871 ms/op
WorkloadResult  53: 512 op, 558745250.00 ns, 1.0913 ms/op
WorkloadResult  54: 512 op, 512033250.00 ns, 1.0001 ms/op
WorkloadResult  55: 512 op, 500901950.00 ns, 978.3241 us/op
WorkloadResult  56: 512 op, 487878650.00 ns, 952.8880 us/op
WorkloadResult  57: 512 op, 457229050.00 ns, 893.0255 us/op
WorkloadResult  58: 512 op, 487293450.00 ns, 951.7450 us/op
WorkloadResult  59: 512 op, 469180650.00 ns, 916.3685 us/op
WorkloadResult  60: 512 op, 510277550.00 ns, 996.6358 us/op
WorkloadResult  61: 512 op, 455425650.00 ns, 889.5032 us/op
WorkloadResult  62: 512 op, 435586250.00 ns, 850.7544 us/op
WorkloadResult  63: 512 op, 457307750.00 ns, 893.1792 us/op
WorkloadResult  64: 512 op, 441199650.00 ns, 861.7181 us/op
WorkloadResult  65: 512 op, 488989350.00 ns, 955.0573 us/op
WorkloadResult  66: 512 op, 428304450.00 ns, 836.5321 us/op
WorkloadResult  67: 512 op, 473800050.00 ns, 925.3907 us/op
WorkloadResult  68: 512 op, 477694350.00 ns, 932.9968 us/op
WorkloadResult  69: 512 op, 500290950.00 ns, 977.1308 us/op
WorkloadResult  70: 512 op, 467995550.00 ns, 914.0538 us/op
WorkloadResult  71: 512 op, 468563450.00 ns, 915.1630 us/op
WorkloadResult  72: 512 op, 499540550.00 ns, 975.6651 us/op
WorkloadResult  73: 512 op, 463191850.00 ns, 904.6716 us/op
WorkloadResult  74: 512 op, 485159350.00 ns, 947.5769 us/op
WorkloadResult  75: 512 op, 456131650.00 ns, 890.8821 us/op
WorkloadResult  76: 512 op, 534900250.00 ns, 1.0447 ms/op
WorkloadResult  77: 512 op, 519031750.00 ns, 1.0137 ms/op
WorkloadResult  78: 512 op, 493074750.00 ns, 963.0366 us/op
WorkloadResult  79: 512 op, 511541250.00 ns, 999.1040 us/op
WorkloadResult  80: 512 op, 515530350.00 ns, 1.0069 ms/op
WorkloadResult  81: 512 op, 521660750.00 ns, 1.0189 ms/op
WorkloadResult  82: 512 op, 481815350.00 ns, 941.0456 us/op
WorkloadResult  83: 512 op, 515681650.00 ns, 1.0072 ms/op
WorkloadResult  84: 512 op, 482412850.00 ns, 942.2126 us/op
WorkloadResult  85: 512 op, 485836550.00 ns, 948.8995 us/op
WorkloadResult  86: 512 op, 494040050.00 ns, 964.9220 us/op
WorkloadResult  87: 512 op, 510819450.00 ns, 997.6942 us/op
WorkloadResult  88: 512 op, 549596550.00 ns, 1.0734 ms/op
WorkloadResult  89: 512 op, 477470950.00 ns, 932.5604 us/op
WorkloadResult  90: 512 op, 498745150.00 ns, 974.1116 us/op
WorkloadResult  91: 512 op, 472919750.00 ns, 923.6714 us/op
WorkloadResult  92: 512 op, 516317950.00 ns, 1.0084 ms/op
WorkloadResult  93: 512 op, 448888450.00 ns, 876.7353 us/op
WorkloadResult  94: 512 op, 492310850.00 ns, 961.5446 us/op
WorkloadResult  95: 512 op, 496152950.00 ns, 969.0487 us/op
WorkloadResult  96: 512 op, 473086750.00 ns, 923.9976 us/op
GC:  0 0 0 0 512

// AfterAll

Mean = 961.4957 us, StdErr = 6.3450 us (0.66%); N = 96, StdDev = 62.1677 us
Min = 836.5321 us, Q1 = 914.6084 us, Median = 953.8410 us, Q3 = 997.2857 us, Max = 1,095.4478 us
IQR = 82.6773 us, LowerFence = 790.5924 us, UpperFence = 1,121.3018 us
ConfidenceInterval = [939.9488 us; 983.0426 us] (CI 99.9%), Margin = 21.5469 us (2.24% of Mean)
Skewness = 0.37, Kurtosis = 2.49, MValue = 2.71

Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\Benchmarker.Benchmarker-report.csv
  BenchmarkDotNet.Artifacts\results\Benchmarker.Benchmarker-report-github.md
  BenchmarkDotNet.Artifacts\results\Benchmarker.Benchmarker-report.html

// * Detailed results *
Benchmarker.MultiplyAvx: Core(Runtime=Core)
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 540.4904 us, StdErr = 5.9020 us (1.09%); N = 99, StdDev = 58.7242 us
Min = 423.2457 us, Q1 = 493.5665 us, Median = 533.4485 us, Q3 = 578.0827 us, Max = 710.3891 us
IQR = 84.5162 us, LowerFence = 366.7921 us, UpperFence = 704.8570 us
ConfidenceInterval = [520.4674 us; 560.5135 us] (CI 99.9%), Margin = 20.0231 us (3.70% of Mean)
Skewness = 0.66, Kurtosis = 3.09, MValue = 4
-------------------- Histogram --------------------
[412.138 us ; 434.353 us) | @
[434.353 us ; 453.738 us) | 
[453.738 us ; 476.504 us) | @@@@@@@@@@
[476.504 us ; 498.719 us) | @@@@@@@@@@@@@@@@@@@
[498.719 us ; 519.507 us) | @@@@@@@@
[519.507 us ; 541.721 us) | @@@@@@@@@@@@@@@@@@@
[541.721 us ; 562.898 us) | @@@@@@@@@@@@@
[562.898 us ; 575.640 us) | @@
[575.640 us ; 601.481 us) | @@@@@@@@@@@@
[601.481 us ; 623.696 us) | @@@@@@
[623.696 us ; 650.385 us) | @@@
[650.385 us ; 672.600 us) | @@@@
[672.600 us ; 698.737 us) | 
[698.737 us ; 721.497 us) | @@
---------------------------------------------------

Benchmarker.MultiplyFma: Core(Runtime=Core)
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 451.4490 us, StdErr = 2.5987 us (0.58%); N = 73, StdDev = 22.2029 us
Min = 405.1915 us, Q1 = 435.3793 us, Median = 449.5044 us, Q3 = 466.8935 us, Max = 512.4150 us
IQR = 31.5141 us, LowerFence = 388.1081 us, UpperFence = 514.1647 us
ConfidenceInterval = [442.5334 us; 460.3646 us] (CI 99.9%), Margin = 8.9156 us (1.97% of Mean)
Skewness = 0.64, Kurtosis = 3.12, MValue = 2.21
-------------------- Histogram --------------------
[400.543 us ; 409.840 us) | @
[409.840 us ; 421.786 us) | @@@
[421.786 us ; 432.576 us) | @@@@@@@@@
[432.576 us ; 441.873 us) | @@@@@@@@@@@@@@@@@@
[441.873 us ; 458.722 us) | @@@@@@@@@@@@@@@@@@@
[458.722 us ; 472.802 us) | @@@@@@@@@@@@@
[472.802 us ; 483.972 us) | @@@
[483.972 us ; 495.665 us) | @@@@
[495.665 us ; 506.567 us) | @
[506.567 us ; 517.063 us) | @@
---------------------------------------------------

Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 1.3783 ms, StdErr = 0.0059 ms (0.43%); N = 15, StdDev = 0.0228 ms
Min = 1.3375 ms, Q1 = 1.3616 ms, Median = 1.3858 ms, Q3 = 1.3958 ms, Max = 1.4120 ms
IQR = 0.0342 ms, LowerFence = 1.3103 ms, UpperFence = 1.4471 ms
ConfidenceInterval = [1.3539 ms; 1.4027 ms] (CI 99.9%), Margin = 0.0244 ms (1.77% of Mean)
Skewness = -0.19, Kurtosis = 1.63, MValue = 2
-------------------- Histogram --------------------
[1.329 ms ; 1.379 ms) | @@@@@@@
[1.379 ms ; 1.420 ms) | @@@@@@@@
---------------------------------------------------

Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
Runtime = .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 961.4957 us, StdErr = 6.3450 us (0.66%); N = 96, StdDev = 62.1677 us
Min = 836.5321 us, Q1 = 914.6084 us, Median = 953.8410 us, Q3 = 997.2857 us, Max = 1,095.4478 us
IQR = 82.6773 us, LowerFence = 790.5924 us, UpperFence = 1,121.3018 us
ConfidenceInterval = [939.9488 us; 983.0426 us] (CI 99.9%), Margin = 21.5469 us (2.24% of Mean)
Skewness = 0.37, Kurtosis = 2.49, MValue = 2.71
-------------------- Histogram --------------------
[ 831.763 us ;  859.845 us) | @@@
[ 859.845 us ;  887.085 us) | @@@@@
[ 887.085 us ;  910.558 us) | @@@@@@@@@@@@@
[ 910.558 us ;  934.318 us) | @@@@@@@@@@@@@@@@
[ 934.318 us ;  969.409 us) | @@@@@@@@@@@@@@@@@@@@
[ 969.409 us ; 1000.478 us) | @@@@@@@@@@@@@@@@@@
[1000.478 us ; 1028.972 us) | @@@@@@@
[1028.972 us ; 1066.984 us) | @@@@@@
[1066.984 us ; 1096.001 us) | @@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.18362
Intel Xeon CPU E3-1505M v6 3.00GHz, 1 CPU, 8 logical and 4 physical cores
.NET Core SDK=3.0.100
  [Host] : .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
  Core   : .NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT

Job=Core  Runtime=Core  

|                Method |       Mean |     Error |   StdDev | Ratio | RatioSD | Rank | Gen 0 | Gen 1 | Gen 2 | Allocated |
|---------------------- |-----------:|----------:|---------:|------:|--------:|-----:|------:|------:|------:|----------:|
|           MultiplyAvx |   540.5 us | 20.023 us | 58.72 us |  0.36 |    0.03 |    2 |     - |     - |     - |         - |
|           MultiplyFma |   451.4 us |  8.916 us | 22.20 us |  0.34 |    0.02 |    1 |     - |     - |     - |         - |
| MultiplyClassicSingle | 1,378.3 us | 24.391 us | 22.82 us |  1.00 |    0.00 |    4 |     - |     - |     - |         - |
| MultiplyClassicGroup4 |   961.5 us | 21.547 us | 62.17 us |  0.72 |    0.05 |    3 |     - |     - |     - |         - |

// * Warnings *
MultimodalDistribution
  Benchmarker.MultiplyAvx: Core -> It seems that the distribution is bimodal (mValue = 4)

// * Hints *
Outliers
  Benchmarker.MultiplyAvx: Core           -> 1 outlier  was  removed (818.60 us)
  Benchmarker.MultiplyFma: Core           -> 1 outlier  was  removed (513.55 us)
  Benchmarker.MultiplyClassicGroup4: Core -> 4 outliers were removed (1.23 ms..1.28 ms)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Ratio     : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD   : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Rank      : Relative position of current benchmark mean among all benchmarks (Arabic style)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 us      : 1 Microsecond (0.000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:03:44 (224.87 sec), executed benchmarks: 4

Global total time: 00:03:54 (234.94 sec), executed benchmarks: 4
// * Artifacts cleanup *
